'natrium - vlamfotometrisch - spoed', 'natrium - vlamfotometrisch - spoed',343
'kalium vlamfotometrisch - spoed', 'kalium vlamfotometrisch - spoed',343
'glucose - spoed', 'glucose - spoed',336
'aanname laboratoriumonderzoek', 'bloedgroep abo en rhesusfactor',328
'thorax', '1e consult poliklinisch',326
'190101 bovenreg.toesl.  a101', 'aanname laboratoriumonderzoek',318
'kalium vlamfotometrisch - spoed', 'differentiele telling automatisch',313
'bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen',312
'telefonisch consult', 'vervolgconsult poliklinisch',305
'squamous cell carcinoma mbv eia', 'calcium',304
'microscopisch onderzoek - gekleurd en on', 'bacteriologisch onderzoek met kweek -nie',302
'urine onderzoek - kwalitatief', 'ordertarief',298
'melkzuur enzymatisch - spoed', 'melkzuur enzymatisch - spoed',293
'190035 dagverpleging    a007', 'paclitaxel',293
'albumine', 'ordertarief',292
'crp c-reactief proteine', 'ordertarief',289
'aanname laboratoriumonderzoek', 'sediment',285
'hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie',284
'o2-saturatie', 'ordertarief',282
'crp c-reactief proteine', 'albumine',280
'rhesusfactor d - centrifugeermethode - e', 'screening antistoffen erytrocyten',279
'ordertarief', '1e consult poliklinisch',274
'melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch',273
'vervolgconsult poliklinisch', '190021 klinische opname a002',270
'kalium potentiometrisch', 'leukocyten tellen elektronisch',269
'190101 bovenreg.toesl.  a101', 'gefiltreerd erytrocytenconcentraat',269
'rhesusfactor d - centrifugeermethode - e', 'differentiele telling automatisch',266
'190205 klasse 3b        a205', '190205 klasse 3b        a205',262
'melkzuur enzymatisch', 'melkzuur enzymatisch',261
'administratief tarief       - eerste pol', 'telefonisch consult',258
'aanname laboratoriumonderzoek', 'bilirubine - totaal',258
'190204 klasse 3a        a204', 'ligdagen - alle spec.beh.kinderg.-reval.',250
'vervolgconsult poliklinisch', 'dagverpleging - alle spec.beh.kind.-rev.',244
'dagverpleging - alle spec.beh.kind.-rev.', '190035 dagverpleging    a007',237
'histologisch onderzoek - grote resectiep', 'aanname laboratoriumonderzoek',235
'cea - tumormarker mbv meia', 'calcium',229
'telefonisch consult', 'aanname laboratoriumonderzoek',228
'kalium potentiometrisch', 'ordertarief',227
'190205 klasse 3b        a205', 'aanname laboratoriumonderzoek',221
'kalium potentiometrisch', 'bloedgroep abo en rhesusfactor',220
'dagverpleging - alle spec.beh.kind.-rev.', 'aanname laboratoriumonderzoek',218
'kruisproef volledig -drie methoden-', 'screening antistoffen erytrocyten',215
'calcium', 'crp c-reactief proteine',213
'gammaglutamyltranspeptidase', 'squamous cell carcinoma mbv eia',210
'hemoglobine foto-elektrisch', 'bloedgroep abo en rhesusfactor',209
'dieet nno', 'ligdagen - alle spec.beh.kinderg.-reval.',207
'albumine', 'magnesium  -aas',207
'trombocyten tellen - elektronisch', 'cefalinetijd - coagulatie',207
'chloride', 'chloride',202
'ureum', 'creatinine',195
'melkzuurdehydrogenase -ldh- kinetisch', 'leukocyten tellen elektronisch',193
'protrombinetijd', 'ordertarief',192
'hemoglobine foto-elektrisch', 'ordertarief',190
'resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen',184
'resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie',184
'190101 bovenreg.toesl.  a101', '190101 bovenreg.toesl.  a101',183
'trombocyten tellen - elektronisch', 'ca-125 mbv meia',182
'actuele ph - pco2 - stand.bicarbonaat', 'kruisproef volledig -drie methoden-',182
'glucose', 'hemoglobine foto-elektrisch',180
'e.c.g.      - elektrocardiografie', 'aanname laboratoriumonderzoek',177
'190021 klinische opname a002', '190021 klinische opname a002',170
'kalium vlamfotometrisch - spoed', 'haemoglobine foto-electrisch - spoed',169
'administratief tarief       - eerste pol', 'ligdagen - alle spec.beh.kinderg.-reval.',168
'albumine', 'ca-125 mbv meia',165
'behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali',164
'telefonisch consult', 'telefonisch consult',162
'paclitaxel', 'aanname laboratoriumonderzoek',162
'creatinine', 'chloride',162
'190205 klasse 3b        a205', 'gefiltreerd erytrocytenconcentraat',162
'aanname laboratoriumonderzoek', 'glucose - spoed',161
'190101 bovenreg.toesl.  a101', 'vervolgconsult poliklinisch',157
'melkzuur enzymatisch', 'calcium',156
'fosfaat', 'alkalische fosfatase -kinetisch-',155
'aanname laboratoriumonderzoek', 'bacteriologisch onderzoek met kweek -nie',154
'creatinine', 'fosfaat',152
'190021 klinische opname a002', '190204 klasse 3a        a204',150
'methemoglobine - sulfhemoglobine elk', 'hemoglobine foto-elektrisch',148
'co-hb kwn.', 'natrium vlamfotometrisch',148
'bicarbonaat', 'co-hb kwn.',146
'ordertarief', 'aanname laboratoriumonderzoek',145
'ligdagen - alle spec.beh.kinderg.-reval.', 'e.c.g.      - elektrocardiografie',144
'administratief tarief       - eerste pol', 'aanname laboratoriumonderzoek',143
'rhesusfactor d - centrifugeermethode - e', 'kruisproef volledig -drie methoden-',143
'ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.',142
'cde fenotypering', 'bloedgroepantigenen andere dan abo-rhesu',140
'ct thorax', 'ct abdomen',139
'ct abdomen', 'vervolgconsult poliklinisch',136
'bicarbonaat', 'calcium - spoed',136
'ct abdomen', 'aanname laboratoriumonderzoek',136
'ureum - spoed', 'creatinine - spoed',133
'melkzuur enzymatisch - spoed', 'o2-saturatie',133
'190021 klinische opname a002', 'ligdagen - alle spec.beh.kinderg.-reval.',132
'cea - tumormarker mbv meia', 'squamous cell carcinoma mbv eia',130
'calcium - spoed', 'co-hb kwn.',129
'calcium', 'o2-saturatie',129
'co-hb kwn.', 'natrium - vlamfotometrisch - spoed',127
'ordertarief', '190204 klasse 3a        a204',125
'sgpt - alat kinetisch', 'leukocyten tellen elektronisch',123
'kalium vlamfotometrisch - spoed', 'sgpt alat kinetisch - spoed',121
'ligdagen - alle spec.beh.kinderg.-reval.', 'infuus      - inbrengen',121
'bilirubine - totaal', 'ureum',119
'hepatitis-b surface antigeen confirmatie', 'ordertarief',115
'190101 bovenreg.toesl.  a101', 'dieet nno',115
'paclitaxel', 'ligdagen - alle spec.beh.kinderg.-reval.',115
'aanname laboratoriumonderzoek', 'sediment - spoed',113
'190205 klasse 3b        a205', 'dieet nno',113
'calcium - spoed', 'natrium - vlamfotometrisch - spoed',112
'leukocyten tellen elektronisch', 'crp c-reactief proteine',112
'amylase', 'creatinine',112
'190205 klasse 3b        a205', 'vervolgconsult poliklinisch',109
'chloride', 'fosfaat',109
'ordertarief', '190035 dagverpleging    a007',109
'glucose - spoed', 'methemoglobine - sulfhemoglobine elk',108
'hemoglobine foto-elektrisch', 'amylase',107
'hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief',106
'aanname laboratoriumonderzoek', 'bilirubine kwantitatief totaal of direct',106
'verlosk.-gynaec.   jaarkaart kosten-out', 'vervolgconsult poliklinisch',105
'telefonisch consult', 'ligdagen - alle spec.beh.kinderg.-reval.',105
'thorax', 'vervolgconsult poliklinisch',103
'kruisproef volledig -drie methoden-', 'melkzuur enzymatisch - spoed',102
'methemoglobine - sulfhemoglobine elk', 'bicarbonaat',102
'infuus      - inbrengen', 'aanname laboratoriumonderzoek',102
'bacteriologisch onderzoek met kweek -nie', 'ordertarief',101
'glucose', 'methemoglobine - sulfhemoglobine elk',100
'ligdagen - alle spec.beh.kinderg.-reval.', 'dagverpleging - alle spec.beh.kind.-rev.',100
'kruisproef volledig -drie methoden-', 'melkzuur enzymatisch',99
'aanname laboratoriumonderzoek', 'microscopisch onderzoek - gekleurd en on',99
'trombocyten tellen - spoed', 'heparinebepaling - kaoline - cefalinetij',98
'administratief tarief       - eerste pol', 'coupe ter inzage',98
'cytologisch onderzoek - ascites -', 'histologisch onderzoek - grote resectiep',97
'leucocyten tellen -electronisch- spoed', 'calcium',97
'haemoglobine foto-electrisch - spoed', 'protrombinetijd -quick owren of modif.-',97
'hemoglobine foto-elektrisch', 'bicarbonaat',97
'sgpt - alat kinetisch', 'differentiele telling automatisch',95
'vervolgconsult poliklinisch', 'ct abdomen',94
'administratief tarief       - eerste pol', 'ct abdomen',93
'urine onderzoek - kwalitatief', 'crp c-reactief proteine',93
'aanname laboratoriumonderzoek', 'ca-125 mbv meia',92
'thorax', '190205 klasse 3b        a205',92
'mri abdomen', 'ligdagen - alle spec.beh.kinderg.-reval.',92
'bilirubine - totaal', 'hemoglobine foto-elektrisch',90
'trombocyten tellen - elektronisch', 'calcium',90
'administratief tarief       - eerste pol', 'mri abdomen',90
'verlosk.-gynaec. korte kaart kosten-out', 'aanname laboratoriumonderzoek',87
'albumine', 'o2-saturatie',87
'ligdagen - alle spec.beh.kinderg.-reval.', 'anesthesie  - bij behandeling met radium',86
'ct abdomen', 'telefonisch consult',85
'haemoglobine foto-electrisch - spoed', 'actuele ph - pco2 - stand.bicarbonaat',85
'bacteriologisch onderzoek met kweek -nie', 'differentiele telling automatisch',85
'histologisch onderzoek - biopten nno', 'aanname laboratoriumonderzoek',82
'rhesusfactor d - centrifugeermethode - e', 'haemoglobine foto-electrisch - spoed',82
'rhesusfactor d - centrifugeermethode - e', 'cde fenotypering',81
'leucocyten tellen -electronisch- spoed', 'ca-125 mbv meia',81
'ct abdomen', 'ligdagen - alle spec.beh.kinderg.-reval.',80
'differentiatie leukocyten - handmatig', 'ordertarief',80
'rhesusfactor d - centrifugeermethode - e', 'hematocriet mbv centrifuge',80
'melkzuur dehydrogenase - spoed', 'sgot asat kinetisch - spoed',79
'trombocyten tellen - elektronisch', 'crp c-reactief proteine',78
'creatinine', 'creatinine',78
'sgpt alat kinetisch - spoed', 'sgot asat kinetisch - spoed',77
'kalium potentiometrisch', 'actuele ph - pco2 - stand.bicarbonaat',77
'sgot asat kinetisch - spoed', 'differentiele telling automatisch',75
'creatinine - spoed', 'alkalische fosfatase - kinetisch - spoed',75
'histologisch onderzoek - grote resectiep', '190205 klasse 3b        a205',74
'blaas       - uretrocystoscopie nno', 'vagina      - toucher onder anesthesie',74
'calcium', 'urine onderzoek - kwalitatief',74
'ordertarief', 'buikoverzicht',74
'kalium potentiometrisch', 'bacteriologisch onderzoek met kweek -nie',74
'international normalised ratio mbv tromb', 'ordertarief',74
'fosfaat', 'natrium vlamfotometrisch',74
'buikoverzicht', '190205 klasse 3b        a205',73
'paclitaxel', 'paclitaxel',73
'ordertarief', 'thorax - op zaal',71
'immunopathologisch onderzoek', 'histologisch onderzoek - grote resectiep',71
'gamma glutamyltranspeptidase - spoed', 'leucocyten tellen -electronisch- spoed',71
'teletherapie - megavolt fotonen bestrali', '190205 klasse 3b        a205',70
'vagina      - toucher onder anesthesie', 'histologisch onderzoek - biopten nno',70
'sgpt alat kinetisch - spoed', 'melkzuur dehydrogenase - spoed',69
'hematocriet - spoed', 'trombocyten tellen - spoed',67
'immunopathologisch onderzoek', 'histologisch onderzoek - biopten nno',67
'aanname laboratoriumonderzoek', 'ordertarief',67
'leucocyten tellen -electronisch- spoed', 'urine onderzoek - kwalitatief',66
'190035 dagverpleging    a007', 'aanname laboratoriumonderzoek',66
'kalium potentiometrisch', 'totaal eiwit',66
'squamous cell carcinoma mbv eia', 'ordertarief',66
'kalium potentiometrisch', 'microscopisch onderzoek - gekleurd en on',66
'cefalinetijd - coagulatie', 'gammaglutamyltranspeptidase',66
'protrombinetijd -quick owren of modif.-', 'trombocyten tellen - spoed',65
'screening antistoffen erytrocyten', 'protrombinetijd',65
'aanname laboratoriumonderzoek', 'ureum - spoed',64
'ordertarief', 'ct abdomen',64
'trombocyten tellen - spoed', 'gamma glutamyltranspeptidase - spoed',64
'gefiltreerd erytrocytenconcentraat', 'aanname laboratoriumonderzoek',63
'bloedgroepantigenen andere dan abo-rhesu', 'screening antistoffen erytrocyten',63
'leucocyten tellen -electronisch- spoed', 'albumine - spoed',63
'thorax - op zaal', '190205 klasse 3b        a205',63
'bicarbonaat', 'natrium vlamfotometrisch',63
'immunopathologisch onderzoek', 'cytologisch onderzoek - ascites -',62
'gammaglutamyltranspeptidase', 'leucocyten tellen -electronisch- spoed',62
'kalium potentiometrisch', 'melkzuurdehydrogenase -ldh- kinetisch',62
'ligdagen - alle spec.beh.kinderg.-reval.', 'blaas       - uretrocystoscopie nno',62
'o2-saturatie', 'protrombinetijd',62
'haemoglobine foto-electrisch - spoed', 'hematocriet - spoed',61
'sediment', 'urine onderzoek - kwalitatief',61
'echografie  - genitalia interna', 'aanname laboratoriumonderzoek',61
'totaal eiwit', 'sgot - asat kinetisch',60
'ordertarief', '1e consult      bezoek',60
'sediment', 'hemoglobine foto-elektrisch',60
'kalium potentiometrisch', 'hematocriet mbv centrifuge',60
'microscopisch onderzoek - gekleurd en on', 'microscopisch onderzoek - gekleurd en on',60
'1e consult poliklinisch', '1e consult poliklinisch',59
'klinische kaart - anesthesie', 'ligdagen - alle spec.beh.kinderg.-reval.',59
'trombocyten tellen - elektronisch', 'screening antistoffen erytrocyten',59
'ligdagen - alle spec.beh.kinderg.-reval.', 'brachytherapie - interstitieel - intensi',58
'1e consult      bezoek', '190205 klasse 3b        a205',58
'trombocyten tellen - elektronisch', 'kruisproef volledig -drie methoden-',58
'cefalinetijd - coagulatie', 'actuele ph - pco2 - stand.bicarbonaat',58
'kalium potentiometrisch', 'calcium',57
'ligdagen - alle spec.beh.kinderg.-reval.', 'uterus      - carc. cervix vlgs. werthei',57
'glucose - spoed', 'ureum - spoed',56
'190205 klasse 3b        a205', 'paclitaxel',56
'leukocyten tellen elektronisch', 'ordertarief',55
'ordertarief', 'telefonisch consult',55
'190101 bovenreg.toesl.  a101', 'paclitaxel',55
'ureum', 'methemoglobine - sulfhemoglobine elk',55
'mri abdomen', 'vervolgconsult poliklinisch',55
'sediment', 'microscopisch onderzoek - gekleurd en on',54
'alkalische fosfatase - kinetisch - spoed', 'calcium - spoed',54
'crp c-reactief proteine', 'screening antistoffen erytrocyten',54
'histologisch onderzoek - biopten nno', 'vervolgconsult poliklinisch',54
'mri abdomen', 'telefonisch consult',54
'190101 bovenreg.toesl.  a101', '190035 dagverpleging    a007',54
'alkalische fosfatase - kinetisch - spoed', 'natrium - vlamfotometrisch - spoed',53
'behandelen  - in hyperpressietank', 'behandelen  - in hyperpressietank',53
'creatinine - spoed', 'chloride - spoed',52
'brachytherapie - interstitieel - intensi', '190205 klasse 3b        a205',51
'bezinkingssnelheid foto-elektrisch', 'ordertarief',51
'simulator - gebruik voor aanvang megavol', 'teletherapie - megavolt fotonen bestrali',51
'leukocyten tellen elektronisch', 'gammaglutamyltranspeptidase',51
'aanname laboratoriumonderzoek', 'haemoglobine foto-electrisch - spoed',50
'trombocyten tellen - spoed', 'gammaglutamyltranspeptidase',50
'afereseplasma gesplitst fq1 en fq2', 'afereseplasma gesplitst fq1 en fq2',50
'haemoglobine foto-electrisch - spoed', 'ordertarief',49
'hemoglobine foto-elektrisch', 'leukocyten tellen elektronisch',49
'anesthesie  - bij behandeling met radium', 'brachytherapie - interstitieel - intensi',49
'cea - tumormarker mbv meia', 'ca-125 mbv meia',49
'leucocyten tellen -electronisch- spoed', 'screening antistoffen erytrocyten',49
'glucose', 'ordertarief',49
'cito histologisch onderzoek', 'aanname laboratoriumonderzoek',48
'bacteriologisch onderzoek met kweek -nie', 'leukocyten tellen elektronisch',48
'ct abdomen', '190205 klasse 3b        a205',48
'bacteriologisch onderzoek met kweek -nie', 'urine onderzoek - kwalitatief',47
'teletherapie - megavolt fotonen bestrali', '190021 klinische opname a002',47
'190035 dagverpleging    a007', 'gefiltreerd erytrocytenconcentraat',47
'creatinine', 'ordertarief',47
'e.c.g.      - elektrocardiografie', 'e.c.g.      - elektrocardiografie',47
'sgpt - alat kinetisch', 'bloedgroep abo en rhesusfactor',47
'coupe ter inzage', 'cito histologisch onderzoek',46
'magnesium  -aas - spoed', 'ordertarief',46
'cefalinetijd - coagulatie', 'international normalised ratio mbv tromb',46
'brachytherapie - interstitieel - intensi', 'simulator - gebruik voor aanvang megavol',46
'echo nieren-urinewegen', 'vervolgconsult poliklinisch',45
'vervolgconsult poliklinisch', '190035 dagverpleging    a007',45
'aanname laboratoriumonderzoek', 'international normalised ratio mbv tromb',45
'simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt',44
'kruisproef volledig -drie methoden-', '190205 klasse 3b        a205',44
'teletherapie - megavolt fotonen bestrali', 'teletherapie - megavolt fotonen bestrali',44
'190205 klasse 3b        a205', '190035 dagverpleging    a007',44
'leukocyten tellen elektronisch', 'leukocyten tellen elektronisch',44
'teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek',43
'cytologisch onderzoek - ectocervix -', 'aanname laboratoriumonderzoek',43
'bilirubine kwantitatief totaal of direct', 'ureum - spoed',43
'heparinebepaling - kaoline - cefalinetij', 'actuele ph - pco2 - stand.bicarbonaat',43
'vervolgconsult poliklinisch', '190205 klasse 3b        a205',43
'vervolgconsult poliklinisch', 'mri abdomen',43
'alfa-1-foetoproteine', 'ordertarief',43
'leucocyten tellen -electronisch- spoed', 'crp c-reactief proteine - spoed',42
'bacteriologisch onderzoek met kweek -nie', 'bloedgroep abo en rhesusfactor',42
'resistentiebepalingen - 5 bepalingen', 'differentiele telling automatisch',42
'hemoglobine foto-elektrisch', 'natrium vlamfotometrisch',42
'gammaglutamyltranspeptidase', 'albumine',42
'ca-125 mbv meia', 'protrombinetijd',42
'bloedgroepantigenen andere dan abo-rhesu', 'kruisproef volledig -drie methoden-',41
'ordertarief', 'dagverpleging - alle spec.beh.kind.-rev.',41
'administratief tarief       - eerste pol', '1e consult poliklinisch',41
'screening antistoffen erytrocyten', 'magnesium  -aas',41
'alkalische fosfatase -kinetisch-', 'bicarbonaat',41
'international normalised ratio mbv tromb', 'gammaglutamyltranspeptidase',41
'verlosk.-gynaec.  aanv.kaart kosten-out', 'ligdagen - alle spec.beh.kinderg.-reval.',40
'histologisch onderzoek - kleine resectie', 'aanname laboratoriumonderzoek',40
'trombocyten tellen - elektronisch', 'squamous cell carcinoma mbv eia',40
'gammaglutamyltranspeptidase', 'ordertarief',40
'ligdagen - alle spec.beh.kinderg.-reval.', 'buik        - stageringslaparotom.-oment',40
'190101 bovenreg.toesl.  a101', 'telefonisch consult',40
'kruisproef volledig -drie methoden-', 'leucocyten tellen -electronisch- spoed',40
'leucocyten tellen -electronisch- spoed', 'crp c-reactief proteine',40
'bilirubine kwantitatief totaal of direct', 'glucose - spoed',40
'calcium', 'magnesium  -aas',39
'behandeltijd - eenheid t3 - megavolt', 'behandeltijd - eenheid t3 - megavolt',39
'trombocyten tellen - elektronisch', 'trombocyten tellen - elektronisch',39
'sediment - spoed', 'bacteriologisch onderzoek met kweek -nie',38
'klinische kaart - inwendige geneeskunde', 'ligdagen - alle spec.beh.kinderg.-reval.',38
'teletherapie - megavolt fotonen bestrali', 'ligdagen - alle spec.beh.kinderg.-reval.',38
'histologisch onderzoek - biopten nno', '190205 klasse 3b        a205',38
'administratief tarief       - eerste pol', 'dagverpleging - alle spec.beh.kind.-rev.',38
'hepatitis-b surface antigeen confirmatie', 'leucocyten tellen -electronisch- spoed',37
'actuele ph - pco2 - stand.bicarbonaat', 'melkzuur enzymatisch - spoed',37
'creatinine', 'bicarbonaat',37
'telefonisch consult', 'ct abdomen',37
'thorax', 'ct abdomen',37
'ligdagen - alle spec.beh.kinderg.-reval.', 'maag - ontledig.-scint vast-vloeib.voeds',37
'uterus      - carc. cervix vlgs. werthei', 'histologisch onderzoek - grote resectiep',37
'kalium potentiometrisch', 'haemoglobine foto-electrisch - spoed',37
'fosfaat', 'bicarbonaat',37
'gammaglutamyltranspeptidase', 'crp c-reactief proteine',37
'verlosk.-gynaec. korte kaart kosten-out', '1e consult poliklinisch',36
'chloride - spoed', 'fosfaat - spoed',36
'1e consult      bezoek', '190021 klinische opname a002',36
'190204 klasse 3a        a204', '190204 klasse 3a        a204',36
'fosfaat - spoed', 'alkalische fosfatase - kinetisch - spoed',35
'urine onderzoek - kwalitatief', 'albumine',35
'maag - ontledig.-scint vast-vloeib.voeds', 'darm - colonpassage scint.comp.vervolg',35
'190101 bovenreg.toesl.  a101', '1e consult poliklinisch',35
'heparinebepaling - kaoline - cefalinetij', 'international normalised ratio mbv tromb',35
'190035 dagverpleging    a007', 'ligdagen - alle spec.beh.kinderg.-reval.',34
'resistentiebepalingen - 5 bepalingen', 'bloedgroep abo en rhesusfactor',34
'albumine - spoed', 'ordertarief',34
'immunopathologisch onderzoek', 'vriescoupe',34
'aanname laboratoriumonderzoek', 'cea - tumormarker mbv meia',34
'histologisch onderzoek - biopten nno', 'cito histologisch onderzoek',34
'1e consult poliklinisch', 'vervolgconsult poliklinisch',34
'vagina      - toucher onder anesthesie', 'immunopathologisch onderzoek',34
'cytologisch onderzoek - vagina -', 'vervolgconsult poliklinisch',34
'albumine', 'albumine',34
'brachytherapie - interstitieel - intensi', 'teletherapie - megavolt fotonen bestrali',33
'ligdagen - alle spec.beh.kinderg.-reval.', 'lymfeklier - scint sentinel node dynamis',33
'lymfeklier - scint sentinel node dynamis', 'lymfeklier - scint sentinel node vervolg',33
'lymfeklier - scint sentinel node vervolg', 'lymfeklier - scint sentinel node met pro',33
'190101 bovenreg.toesl.  a101', 'klinische kaart - anesthesie',33
'teletherapie - megavolt fotonen bestrali', 'vervolgconsult poliklinisch',33
'administratief tarief       - eerste pol', 'ct thorax',33
'kruisproef volledig -drie methoden-', 'calcium',33
'bilirubine kwantitatief totaal of direct', 'creatinine - spoed',33
'paclitaxel', 'ct abdomen',33
'resistentiebepalingen - 5 bepalingen', 'leukocyten tellen elektronisch',33
'coupe ter inzage', 'aanname laboratoriumonderzoek',32
'ordertarief', 'behandeltijd - eenheid t3 - megavolt',32
'dagverpleging - alle spec.beh.kind.-rev.', 'dagverpleging - alle spec.beh.kind.-rev.',32
'gammaglutamyltranspeptidase', 'ca-125 mbv meia',32
'gammaglutamyltranspeptidase', 'kruisproef volledig -drie methoden-',32
'hematocriet mbv centrifuge', 'ordertarief',32
'administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol',31
'ligdagen - alle spec.beh.kinderg.-reval.', 'behandeltijd - eenheid t3 - megavolt',31
'thorax', '190021 klinische opname a002',31
'lymfeklier - scint sentinel node met pro', 'aanname laboratoriumonderzoek',31
'1e consult      bezoek', 'vervolgconsult poliklinisch',31
'creatinine', 'leukocyten tellen elektronisch',31
'ligdagen - alle spec.beh.kinderg.-reval.', 'vervolgconsult poliklinisch',31
